Chrom	Edge
chr21	>105401611>105401612
chr21	>105400818>105400819
chr21	>105404180>105404181
chr21	>105407403>105407404
chr21	>105406500>105406502
chr21	>105398844>105398846
chr21	>105400971>105400972
chr21	>105404642>105404643
chr21	>105402689>105402691
chr21	>105405256>105405258
chr21	>105402118>105402119
chr21	>105406432>105406433
chr21	>105401493>105401494
chr21	>105402433>105402434
chr21	>105405556>105405557
chr21	>105403760>105403762
chr21	>105398735>105398736
chr21	>105404879>105404880
chr21	>105398543>105398544
chr21	>105399395>105399396
chr21	>105400211>105400212
chr21	>105399245>105399246
chr21	>105402634>105402636
chr21	>105400901>105400903
chr21	>105405492>105405494
chr21	>105405408>105405409
chr21	>105402871>105402873
chr21	>105402237>105402239
chr21	>105406599>105406601
chr21	>105401189>105401190
chr21	>105407589>105407591
chr21	>105407313>105407315
chr21	>105400158>105400159
chr21	>105405011>105405013
chr21	>105406932>105406933
chr21	>105404949>105404950
chr21	>105403492>105403494
chr21	>105399010>105399011
chr21	>105400181>105400182
chr21	>105401074>105401076
chr21	>105404140>105404141
chr21	>105403182>105403183
chr21	>105403290>105403291
chr21	>105404865>105404867
chr21	>105401004>105401005
chr21	>105400000>105400001
chr21	>105401924>105401925
chr21	>105400356>105400357
chr21	>105400356>105400358
chr21	>105404627>105404628
chr21	>105405784>105405786
chr21	>105406654>105406655
chr21	>105399575>105399577
chr21	>105406337>105406338
chr21	>105406540>105406545
chr21	>105405340>105405342
chr21	>105400142>105400143
chr21	>105399039>105399041
chr21	>105404832>105404833
chr21	>105406762>105406764
chr21	>105403738>105403739
chr21	>105407433>105407435
chr21	>105403072>105403074
chr21	>105404963>105404964
chr21	>105402527>105402528
chr21	>105406057>105406059
chr21	>105402762>105402763
chr21	>105403922>105403923
chr21	>105404470>105404471
chr21	>105404338>105404339
chr21	>105405893>105405894
chr21	>105406488>105406490
chr21	>105401361>105401363
chr21	>105402439>105402440
chr21	>105404890>105404891
chr21	>105405093>105405095
chr21	>105407454>105407455
chr21	>105400208>105400209
chr21	>105399770>105399771
chr21	>105400051>105400053
chr21	>105402182>105402183
chr21	>105401720>105401722
chr21	>105405061>105405063
chr21	>105403366>105403368
chr21	>105405415>105405416
chr21	>105403937>105403939
chr21	>105403753>105403754
chr21	>105401566>105401567
chr21	>105402322>105402323
chr21	>105402263>105402264
chr21	>105402381>105402382
chr21	>105405599>105405601
chr21	>105401122>105401123
chr21	>105402044>105402046
chr21	>105406877>105406879
chr21	>105403275>105403277
chr21	>105407500>105407501
chr21	>105402029>105402031
chr21	>105401398>105401399
chr21	>105401303>105401305
chr21	>105404418>105404420
chr21	>105406196>105406198
chr21	>105404906>105404908
chr21	>105402663>105402665
chr21	>105406779>105406780
chr21	>105406059>105406060
chr21	>105406770>105406771
chr21	>105401918>105401919
chr21	>105399077>105399078
chr21	>105404601>105404603
chr21	>105405968>105405970
chr21	>105404830>105404832
chr21	>105401270>105401271
chr21	>105404886>105404887
chr21	>105400187>105400188
chr21	>105404966>105404967
chr21	>105406817>105406819
chr21	>105399978>105399979
chr21	>105405124>105405125
chr21	>105405198>105405199
chr21	>105401821>105401823
chr21	>105403298>105403299
chr21	>105403298>105403300
chr21	>105400431>105400432
chr21	>105404785>105404786
chr21	>105406315>105406317
chr21	>105402212>105402213
chr21	>105406451>105406453
chr21	>105399901>105399903
chr21	>105400321>105400323
chr21	>105402558>105402559
chr21	>105399113>105399114
chr21	>105399113>105399115
chr21	>105402598>105402599
chr21	>105402598>105402601
chr21	>105404636>105404637
chr21	>105400547>105400548
chr21	>105405250>105405251
chr21	>105406225>105406227
chr21	>105401847>105401848
chr21	>105406156>105406157
chr21	>105401508>105401509
chr21	>105402691>105402692
chr21	>105402691>105402693
chr21	>105402425>105402427
chr21	>105405422>105405423
chr21	>105402507>105402508
chr21	>105402545>105402546
chr21	>105407284>105407291
chr21	>105399566>105399568
chr21	>105400826>105400827
chr21	>105406712>105406713
chr21	>105400145>105400146
chr21	>105404464>105404465
chr21	>105405825>105405827
chr21	>105400836>105400838
chr21	>105404849>105404851
chr21	>105399272>105399273
chr21	>105406427>105406429
chr21	>105407372>105407373
chr21	>105398797>105398799
chr21	>105398797>105398800
chr21	>105398797>105398801
chr21	>105405909>105405911
chr21	>105398602>105398604
chr21	>105405076>105405077
chr21	>105399058>105399059
chr21	>105402665>105402666
chr21	>105403416>105403417
chr21	>105404526>105404528
chr21	>105405602>105405604
chr21	>105400697>105400698
chr21	>105403357>105403358
chr21	>105402270>105402272
chr21	>105402043>105402044
chr21	>105403688>105403690
chr21	>105401435>105401437
chr21	>105398712>105398713
chr21	>105400501>105400502
chr21	>105400124>105400125
chr21	>105402508>105402510
chr21	>105404023>105404025
chr21	>105401165>105401167
chr21	>105404345>105404347
chr21	>105401294>105401295
chr21	>105398789>105398791
chr21	>105403246>105403248
chr21	>105399102>105399103
chr21	>105402727>105402729
chr21	>105403482>105403483
chr21	>105402896>105402897
chr21	>105404715>105404717
chr21	>105405837>105405839
chr21	>105404261>105404263
chr21	>105399072>105399074
chr21	>105404628>105404630
chr21	>105407248>105407249
chr21	>105400959>105400961
chr21	>105405479>105405480
chr21	>105399718>105399720
chr21	>105403976>105403978
chr21	>105404843>105404844
chr21	>105406831>105406832
chr21	>105407333>105407335
chr21	>105398846>105398847
chr21	>105402563>105402564
chr21	>105405736>105405737
chr21	>105400001>105400003
chr21	>105399285>105399287
chr21	>105404834>105404837
chr21	>105399951>105399952
chr21	>105399951>105399953
chr21	>105405537>105405538
chr21	>105405537>105405540
chr21	>105403197>105403198
chr21	>105400545>105400547
chr21	>105398792>105398794
chr21	>105407503>105407504
chr21	>105399559>105399560
chr21	>105401016>105401017
chr21	>105403663>105403664
chr21	>105405101>105405102
chr21	>105400517>105400518
chr21	>105402161>105402162
chr21	>105400724>105400725
chr21	>105402170>105402172
chr21	>105402170>105402173
chr21	>105401339>105401340
chr21	>105403020>105403022
chr21	>105404792>105404794
chr21	>105406808>105406810
chr21	>105400241>105400245
chr21	>105403086>105403087
chr21	>105399341>105399342
chr21	>105399599>105399601
chr21	>105403819>105403820
chr21	>105407271>105407272
chr21	>105398666>105398668
chr21	>105407360>105407361
chr21	>105402867>105402868
chr21	>105400203>105400205
chr21	>105406320>105406321
chr21	>105406343>105406344
chr21	>105405456>105405458
chr21	>105404821>105404823
chr21	>105399927>105399928
chr21	>105401257>105401258
chr21	>105407225>105407226
chr21	>105398715>105398719
chr21	>105398715>105398720
chr21	>105401173>105401175
chr21	>105402291>105402293
chr21	>105403518>105403519
chr21	>105404164>105404166
chr21	>105407123>105407125
chr21	>105405186>105405188
chr21	>105403052>105403053
chr21	>105406231>105406233
chr21	>105406107>105406109
chr21	>105405083>105405085
chr21	>105406633>105406634
chr21	>105405275>105405277
chr21	>105401667>105401669
chr21	>105401170>105401171
chr21	>105401170>105401172
chr21	>105400320>105400321
chr21	>105400371>105400373
chr21	>105404437>105404438
chr21	>105401969>105401971
chr21	>105398466>105398467
chr21	>105399936>105399939
chr21	>105400636>105400637
chr21	>105403449>105403451
chr21	>105405831>105405833
chr21	>105407004>105407006
chr21	>105399629>105399630
chr21	>105404450>105404452
chr21	>105401717>105401719
chr21	>105405310>105405311
chr21	>105399050>105399052
chr21	>105407099>105407101
chr21	>105399885>105399886
chr21	>105402697>105402699
chr21	>105402926>105402928
chr21	>105401322>105401323
chr21	>105405056>105405058
chr21	>105405334>105405336
chr21	>105407028>105407029
chr21	>105403016>105403017
chr21	>105404111>105404113
chr21	>105407597>105407598
chr21	>105407407>105407409
chr21	>105399217>105399219
chr21	>105405402>105405403
chr21	>105406204>105406206
chr21	>105399324>105399326
chr21	>105405204>105405205
chr21	>105406270>105406272
chr21	>105404317>105404319
chr21	>105406628>105406629
chr21	>105406628>105406630
chr21	>105406080>105406081
chr21	>105404382>105404383
chr21	>105407054>105407056
chr21	>105398576>105398578
chr21	>105401404>105401405
chr21	>105405177>105405178
chr21	>105406846>105406847
chr21	>105401444>105401446
chr21	>105406048>105406049
chr21	>105406642>105406643
chr21	>105404912>105404914
chr21	>105404870>105404871
chr21	>105404153>105404154
chr21	>105402326>105402328
chr21	>105401408>105401410
chr21	>105400958>105400959
chr21	>105402592>105402593
chr21	>105404286>105404287
chr21	>105402225>105402227
chr21	>105400218>105400220
chr21	>105405798>105405799
chr21	>105404739>105404741
chr21	>105401325>105401326
chr21	>105402669>105402671
chr21	>105404275>105404277
chr21	>105398707>105398709
chr21	>105404619>105404621
chr21	>105399345>105399347
chr21	>105403914>105403916
chr21	>105405440>105405441
chr21	>105405326>105405328
chr21	>105402893>105402894
chr21	>105403585>105403586
chr21	>105404311>105404313
chr21	>105406849>105406850
chr21	>105405393>105405394
chr21	>105400159>105400161
chr21	>105402521>105402522
chr21	>105403411>105403413
chr21	>105399712>105399713
chr21	>105399712>105399717
chr21	>105401960>105401961
chr21	>105403442>105403444
chr21	>105403442>105403445
chr21	>105398960>105398961
chr21	>105400209>105400211
chr21	>105406178>105406180
chr21	>105400701>105400703
chr21	>105399756>105399758
chr21	>105399152>105399154
chr21	>105400807>105400808
chr21	>105398732>105398733
chr21	>105403080>105403081
chr21	>105403191>105403192
chr21	>105406306>105406308
chr21	>105403820>105403822
chr21	>105399041>105399042
chr21	>105406266>105406267
chr21	>105406010>105406012
chr21	>105406814>105406816
chr21	>105403603>105403604
chr21	>105398939>105398940
chr21	>105404970>105404972
chr21	>105403188>105403189
chr21	>105399095>105399097
chr21	>105403161>105403163
chr21	>105404138>105404140
chr21	>105404945>105404949
chr21	>105404945>105404950
chr21	>105404945>105404951
chr21	>105404945>105404952
chr21	>105404945>105404953
chr21	>105404945>105404954
chr21	>105401472>105401473
chr21	>105404505>105404507
chr21	>105399350>105399351
chr21	>105404141>105404143
chr21	>105398432>105398434
chr21	>105406447>105406448
chr21	>105399472>105399473
chr21	>105404398>105404400
chr21	>105398469>105398470
chr21	>105400821>105400823
chr21	>105407217>105407219
chr21	>105406056>105406057
chr21	>105406727>105406728
chr21	>105399133>105399134
chr21	>105404066>105404068
chr21	>105404066>105404069
chr21	>105399348>105399350
chr21	>105398642>105398643
chr21	>105405918>105405920
chr21	>105402255>105402257
chr21	>105400248>105400250
chr21	>105407068>105407069
chr21	>105406525>105406527
chr21	>105403226>105403228
chr21	>105399185>105399187
chr21	>105405447>105405449
chr21	>105407534>105407536
chr21	>105405382>105405384
chr21	>105399933>105399934
chr21	>105399933>105399935
chr21	>105400004>105400006
chr21	>105405136>105405138
chr21	>105403870>105403872
chr21	>105402421>105402424
chr21	>105400654>105400655
chr21	>105404876>105404877
chr21	>105407312>105407313
chr21	>105403488>105403489
chr21	>105404473>105404475
chr21	>105406022>105406023
chr21	>105407439>105407441
chr21	>105403845>105403846
chr21	>105404616>105404618
chr21	>105406880>105406882
chr21	>105406429>105406430
chr21	>105405629>105405631
chr21	>105401036>105401038
chr21	>105399717>105399718
chr21	>105400461>105400462
chr21	>105404458>105404459
chr21	>105401584>105401586
chr21	>105405952>105405953
chr21	>105399654>105399655
chr21	>105403332>105403339
chr21	>105403332>105403340
chr21	>105404341>105404342
chr21	>105403690>105403691
chr21	>105398452>105398453
chr21	>105400139>105400140
chr21	>105405348>105405349
chr21	>105406324>105406326
chr21	>105399121>105399122
chr21	>105400689>105400690
chr21	>105400689>105400691
chr21	>105400903>105400904
chr21	>105398570>105398572
chr21	>105398942>105398943
chr21	>105404173>105404175
chr21	>105398902>105398903
chr21	>105401827>105401829
chr21	>105404197>105404198
chr21	>105403814>105403816
chr21	>105402932>105402934
chr21	>105406835>105406837
chr21	>105399294>105399296
chr21	>105406602>105406603
chr21	>105398429>105398431
chr21	>105405559>105405560
chr21	>105398890>105398891
chr21	>105399023>105399025
chr21	>105401110>105401112
chr21	>105400021>105400023
chr21	>105399377>105399379
chr21	>105401119>105401120
chr21	>105399884>105399885
chr21	>105401898>105401899
chr21	>105404689>105404691
chr21	>105401023>105401025
chr21	>105401187>105401189
chr21	>105406795>105406796
chr21	>105403926>105403928
chr21	>105405866>105405867
chr21	>105402334>105402336
chr21	>105402038>105402040
chr21	>105404855>105404856
chr21	>105401688>105401690
chr21	>105405763>105405764
chr21	>105405515>105405516
chr21	>105401326>105401328
chr21	>105400709>105400710
chr21	>105401857>105401859
chr21	>105400362>105400364
chr21	>105406237>105406239
chr21	>105402121>105402122
chr21	>105398449>105398450
chr21	>105400080>105400082
chr21	>105400327>105400329
chr21	>105404902>105404903
chr21	>105405912>105405914
chr21	>105406902>105406904
chr21	>105398882>105398884
chr21	>105406145>105406147
chr21	>105400896>105400898
chr21	>105405686>105405687
chr21	>105399139>105399140
chr21	>105403530>105403532
chr21	>105405902>105405905
chr21	>105407401>105407403
chr21	>105400411>105400412
chr21	>105402564>105402566
chr21	>105406617>105406619
chr21	>105399093>105399095
chr21	>105400972>105400973
chr21	>105402955>105402956
chr21	>105404452>105404453
chr21	>105398558>105398560
chr21	>105399758>105399759
chr21	>105407168>105407169
chr21	>105406045>105406046
chr21	>105402245>105402246
chr21	>105399876>105399878
chr21	>105403618>105403619
chr21	>105406539>105406540
chr21	>105406539>105406545
chr21	>105403583>105403585
chr21	>105403387>105403389
chr21	>105405005>105405006
chr21	>105405005>105405007
chr21	>105404249>105404251
chr21	>105403180>105403182
chr21	>105404240>105404242
chr21	>105407023>105407025
chr21	>105405059>105405061
chr21	>105405614>105405616
chr21	>105406753>105406755
chr21	>105404376>105404377
chr21	>105404362>105404364
chr21	>105405329>105405330
chr21	>105407065>105407066
chr21	>105402046>105402047
chr21	>105405025>105405026
chr21	>105399090>105399092
chr21	>105400652>105400654
chr21	>105399824>105399825
chr21	>105399824>105399826
chr21	>105401235>105401236
chr21	>105405352>105405354
chr21	>105398645>105398646
chr21	>105401216>105401217
chr21	>105403423>105403425
chr21	>105404896>105404897
chr21	>105404237>105404239
chr21	>105407200>105407201
chr21	>105407200>105407202
chr21	>105403652>105403653
chr21	>105404786>105404788
chr21	>105405453>105405455
chr21	>105402742>105402744
chr21	>105404748>105404750
chr21	>105399308>105399311
chr21	>105399089>105399090
chr21	>105402261>105402263
chr21	>105404446>105404447
chr21	>105405482>105405483
chr21	>105403503>105403504
chr21	>105399701>105399702
chr21	>105401453>105401455
chr21	>105404840>105404841
chr21	>105405477>105405479
chr21	>105400054>105400056
chr21	>105403744>105403745
chr21	>105400414>105400415
chr21	>105399029>105399031
chr21	>105404736>105404738
chr21	>105406216>105406218
chr21	>105406722>105406724
chr21	>105407119>105407120
chr21	>105401470>105401472
chr21	>105406318>105406320
chr21	>105407090>105407092
chr21	>105405305>105405307
chr21	>105405793>105405795
chr21	>105399179>105399181
chr21	>105405360>105405361
chr21	>105399442>105399443
chr21	>105404045>105404046
chr21	>105401603>105401605
chr21	>105404991>105404992
chr21	>105405852>105405853
chr21	>105399525>105399527
chr21	>105402379>105402381
chr21	>105405148>105405151
chr21	>105406243>105406245
chr21	>105400024>105400026
chr21	>105400024>105400027
chr21	>105400024>105400028
chr21	>105400024>105400029
chr21	>105400580>105400582
chr21	>105401735>105401737
chr21	>105406264>105406266
chr21	>105403183>105403185
chr21	>105406684>105406685
chr21	>105400202>105400203
chr21	>105404773>105404774
chr21	>105403702>105403704
chr21	>105406858>105406859
chr21	>105405363>105405364
chr21	>105400568>105400570
chr21	>105406905>105406907
chr21	>105407315>105407316
chr21	>105403280>105403281
chr21	>105402809>105402810
chr21	>105403326>105403327
chr21	>105400557>105400559
chr21	>105406311>105406312
chr21	>105399782>105399783
chr21	>105406870>105406871
chr21	>105400096>105400097
chr21	>105401583>105401584
chr21	>105398502>105398503
chr21	>105403251>105403252
chr21	>105400050>105400051
chr21	>105400937>105400938
chr21	>105406499>105406500
chr21	>105405098>105405099
chr21	>105398463>105398464
chr21	>105407117>105407119
chr21	>105402275>105402276
chr21	>105402080>105402082
chr21	>105407163>105407165
chr21	>105404200>105404201
chr21	>105398487>105398488
chr21	>105401981>105401983
chr21	>105406508>105406509
chr21	>105403274>105403275
chr21	>105398885>105398887
chr21	>105405977>105405979
chr21	>105400028>105400029
chr21	>105405467>105405468
chr21	>105402430>105402431
chr21	>105404016>105404017
chr21	>105406327>105406328
chr21	>105402974>105402976
chr21	>105399686>105399687
chr21	>105401476>105401478
chr21	>105405325>105405326
chr21	>105404891>105404893
chr21	>105405604>105405605
chr21	>105406621>105406622
chr21	>105404040>105404041
chr21	>105402720>105402721
chr21	>105399181>105399182
chr21	>105398533>105398535
chr21	>105400359>105400361
chr21	>105400521>105400523
chr21	>105404417>105404418
chr21	>105398840>105398841
chr21	>105400017>105400018
chr21	>105399913>105399914
chr21	>105401420>105401422
chr21	>105398729>105398730
chr21	>105399819>105399821
chr21	>105401447>105401449
chr21	>105401749>105401750
chr21	>105399826>105399828
chr21	>105399248>105399249
chr21	>105404814>105404815
chr21	>105407539>105407540
chr21	>105407086>105407087
chr21	>105399202>105399204
chr21	>105401593>105401594
chr21	>105404233>105404234
chr21	>105406424>105406426
chr21	>105400039>105400041
chr21	>105399083>105399084
chr21	>105398447>105398449
chr21	>105406189>105406190
chr21	>105405928>105405930
chr21	>105400591>105400592
chr21	>105400133>105400134
chr21	>105399964>105399966
chr21	>105405317>105405319
chr21	>105401390>105401392
chr21	>105403296>105403298
chr21	>105403973>105403975
chr21	>105405214>105405216
chr21	>105406040>105406042
chr21	>105403854>105403855
chr21	>105401612>105401614
chr21	>105405014>105405016
chr21	>105404507>105404508
chr21	>105400020>105400021
chr21	>105403402>105403404
chr21	>105399405>105399407
chr21	>105406135>105406136
chr21	>105405000>105405002
chr21	>105404668>105404670
chr21	>105401687>105401688
chr21	>105405357>105405358
chr21	>105401010>105401011
chr21	>105399208>105399210
chr21	>105402498>105402499
chr21	>105405976>105405977
chr21	>105402398>105402399
chr21	>105400796>105400797
chr21	>105399167>105399169
chr21	>105403160>105403161
chr21	>105402405>105402407
chr21	>105406032>105406034
chr21	>105405050>105405052
chr21	>105406051>105406052
chr21	>105406222>105406224
chr21	>105399022>105399023
chr21	>105407235>105407237
chr21	>105399840>105399841
chr21	>105405234>105405235
chr21	>105407347>105407348
chr21	>105402815>105402816
chr21	>105403277>105403278
chr21	>105407101>105407102
chr21	>105404304>105404305
chr21	>105403179>105403180
chr21	>105400531>105400532
chr21	>105404131>105404132
chr21	>105399279>105399281
chr21	>105400628>105400630
chr21	>105401871>105401872
chr21	>105399067>105399068
chr21	>105401606>105401608
chr21	>105404391>105404392
chr21	>105402546>105402547
chr21	>105403649>105403650
chr21	>105400858>105400860
chr21	>105401147>105401149
chr21	>105405314>105405316
chr21	>105400009>105400010
chr21	>105400009>105400011
chr21	>105403610>105403612
chr21	>105398680>105398681
chr21	>105399161>105399163
chr21	>105403719>105403721
chr21	>105403065>105403066
chr21	>105403527>105403529
chr21	>105402868>105402870
chr21	>105406007>105406009
chr21	>105401712>105401713
chr21	>105399484>105399485
chr21	>105407159>105407160
chr21	>105402596>105402598
chr21	>105403724>105403725
chr21	>105407336>105407338
chr21	>105399376>105399377
chr21	>105406664>105406666
chr21	>105398867>105398869
chr21	>105404800>105404801
chr21	>105407283>105407284
chr21	>105407283>105407291
chr21	>105404522>105404523
chr21	>105399228>105399230
chr21	>105407034>105407036
chr21	>105405773>105405774
chr21	>105405773>105405777
chr21	>105402625>105402626
chr21	>105400125>105400127
chr21	>105402753>105402754
chr21	>105400789>105400791
chr21	>105400357>105400358
chr21	>105404577>105404579
chr21	>105403788>105403790
chr21	>105399610>105399611
chr21	>105404579>105404580
chr21	>105406352>105406353
chr21	>105407274>105407275
chr21	>105400409>105400411
chr21	>105404251>105404252
chr21	>105404440>105404441
chr21	>105400197>105400199
chr21	>105401706>105401708
chr21	>105401705>105401706
chr21	>105404166>105404167
chr21	>105404166>105404172
chr21	>105404358>105404359
chr21	>105405241>105405243
chr21	>105406748>105406750
chr21	>105400257>105400259
chr21	>105400194>105400196
chr21	>105400283>105400284
chr21	>105403212>105403213
chr21	>105406417>105406418
chr21	>105401580>105401581
chr21	>105400556>105400557
chr21	>105405560>105405562
chr21	>105399211>105399213
chr21	>105406572>105406574
chr21	>105399428>105399430
chr21	>105400833>105400835
chr21	>105403934>105403936
chr21	>105405109>105405110
chr21	>105403090>105403092
chr21	>105399589>105399590
chr21	>105405429>105405431
chr21	>105400278>105400280
chr21	>105400883>105400884
chr21	>105404069>105404070
chr21	>105404092>105404093
chr21	>105400835>105400836
chr21	>105402358>105402360
chr21	>105399727>105399729
chr21	>105401030>105401032
chr21	>105399189>105399190
chr21	>105401207>105401208
chr21	>105403598>105403600
chr21	>105405007>105405008
chr21	>105398993>105398995
chr21	>105398590>105398591
chr21	>105400105>105400106
chr21	>105400105>105400115
chr21	>105401106>105401107
chr21	>105405683>105405684
chr21	>105398585>105398587
chr21	>105398819>105398820
chr21	>105406075>105406077
chr21	>105401228>105401232
chr21	>105400274>105400275
chr21	>105406128>105406130
chr21	>105401806>105401807
chr21	>105401854>105401856
chr21	>105403404>105403405
chr21	>105401033>105401035
chr21	>105407415>105407416
chr21	>105402616>105402617
chr21	>105404019>105404020
chr21	>105403607>105403609
chr21	>105405679>105405680
chr21	>105406939>105406941
chr21	>105405041>105405043
chr21	>105400999>105401001
chr21	>105404114>105404116
chr21	>105406279>105406281
chr21	>105404490>105404492
chr21	>105400539>105400540
chr21	>105398829>105398831
chr21	>105399414>105399416
chr21	>105400981>105400982
chr21	>105403509>105403510
chr21	>105402320>105402322
chr21	>105407557>105407560
chr21	>105402085>105402086
chr21	>105398980>105398981
chr21	>105404108>105404110
chr21	>105406130>105406131
chr21	>105405525>105405527
chr21	>105406000>105406001
chr21	>105401183>105401184
chr21	>105403042>105403043
chr21	>105402361>105402363
chr21	>105400968>105400970
chr21	>105399187>105399188
chr21	>105399187>105399189
chr21	>105399187>105399190
chr21	>105401411>105401413
chr21	>105400424>105400425
chr21	>105402412>105402413
chr21	>105401349>105401351
chr21	>105401796>105401797
chr21	>105403576>105403577
chr21	>105404856>105404857
chr21	>105405397>105405399
chr21	>105402342>105402343
chr21	>105399574>105399575
chr21	>105404592>105404594
chr21	>105405235>105405237
chr21	>105404188>105404189
chr21	>105405485>105405486
chr21	>105404624>105404625
chr21	>105399673>105399674
chr21	>105407510>105407512
chr21	>105401014>105401016
chr21	>105402130>105402132
chr21	>105405019>105405020
chr21	>105403327>105403329
chr21	>105399643>105399645
chr21	>105403315>105403317
chr21	>105398838>105398840
chr21	>105403254>105403255
chr21	>105400880>105400881
chr21	>105399640>105399642
chr21	>105405181>105405183
chr21	>105405195>105405196
chr21	>105403124>105403125
chr21	>105406737>105406739
chr21	>105403173>105403174
chr21	>105399236>105399238
chr21	>105399236>105399239
chr21	>105399639>105399640
chr21	>105401743>105401744
chr21	>105400907>105400909
chr21	>105402476>105402477
chr21	>105403384>105403386
chr21	>105402723>105402724
chr21	>105404534>105404536
chr21	>105399816>105399818
chr21	>105403374>105403375
chr21	>105399457>105399458
chr21	>105400676>105400678
chr21	>105398490>105398491
chr21	>105403865>105403867
chr21	>105401020>105401022
chr21	>105404656>105404657
chr21	>105399265>105399266
chr21	>105398493>105398494
chr21	>105404158>105404160
chr21	>105402023>105402024
chr21	>105402023>105402025
chr21	>105400364>105400365
chr21	>105399300>105399302
chr21	>105400616>105400618
chr21	>105400377>105400379
chr21	>105399577>105399578
chr21	>105400504>105400505
chr21	>105400504>105400506
chr21	>105400188>105400190
chr21	>105405870>105405872
chr21	>105405584>105405585
chr21	>105406174>105406175
chr21	>105407324>105407325
chr21	>105405462>105405464
chr21	>105402907>105402908
chr21	>105398976>105398978
chr21	>105400090>105400091
chr21	>105399709>105399711
chr21	>105407252>105407254
chr21	>105399553>105399554
chr21	>105407484>105407486
chr21	>105404278>105404280
chr21	>105398926>105398927
chr21	>105400076>105400077
chr21	>105402934>105402935
chr21	>105399481>105399482
chr21	>105402287>105402288
chr21	>105403716>105403718
chr21	>105400455>105400456
chr21	>105399828>105399829
chr21	>105404110>105404111
chr21	>105398992>105398993
chr21	>105405722>105405723
chr21	>105402480>105402482
chr21	>105402683>105402685
chr21	>105400302>105400308
chr21	>105402073>105402074
chr21	>105399834>105399835
chr21	>105399931>105399933
chr21	>105404516>105404517
chr21	>105407537>105407539
chr21	>105399943>105399944
chr21	>105398478>105398479
chr21	>105399586>105399587
chr21	>105401996>105401998
chr21	>105400565>105400566
chr21	>105404927>105404929
chr21	>105402950>105402952
chr21	>105403887>105403889
chr21	>105402512>105402513
chr21	>105402512>105402515
chr21	>105406640>105406642
chr21	>105401499>105401500
chr21	>105398949>105398951
chr21	>105399381>105399383
chr21	>105404172>105404173
chr21	>105399436>105399437
chr21	>105406965>105406966
chr21	>105401429>105401431
chr21	>105398847>105398849
chr21	>105398529>105398530
chr21	>105401536>105401538
chr21	>105398438>105398440
chr21	>105402419>105402421
chr21	>105399207>105399208
chr21	>105403713>105403715
chr21	>105402228>105402230
chr21	>105401289>105401291
chr21	>105400309>105400311
chr21	>105407339>105407341
chr21	>105406199>105406201
chr21	>105407026>105407028
chr21	>105404957>105404958
chr21	>105403500>105403501
chr21	>105403498>105403500
chr21	>105403291>105403295
chr21	>105401405>105401407
chr21	>105404333>105404334
chr21	>105404333>105404335
chr21	>105398831>105398832
chr21	>105399476>105399478
chr21	>105399366>105399368
chr21	>105399277>105399278
chr21	>105404201>105404203
chr21	>105401244>105401246
chr21	>105400272>105400274
chr21	>105402952>105402953
chr21	>105398630>105398631
chr21	>105405067>105405068
chr21	>105405444>105405446
chr21	>105406805>105406807
chr21	>105404813>105404814
chr21	>105402582>105402584
chr21	>105399652>105399654
chr21	>105402410>105402412
chr21	>105401519>105401520
chr21	>105407530>105407531
chr21	>105403730>105403734
chr21	>105403730>105403735
chr21	>105403730>105403736
chr21	>105403730>105403737
chr21	>105402614>105402616
chr21	>105406668>105406669
chr21	>105403925>105403926
chr21	>105403261>105403263
chr21	>105407057>105407059
chr21	>105405279>105405280
chr21	>105407606>105407607
chr21	>105399953>105399955
chr21	>105401550>105401552
chr21	>105406521>105406522
chr21	>105399195>105399196
chr21	>105400722>105400724
chr21	>105407018>105407019
chr21	>105407018>105407022
chr21	>105399437>105399439
chr21	>105404729>105404730
chr21	>105400395>105400397
chr21	>105407246>105407248
chr21	>105405017>105405019
chr21	>105407429>105407430
chr21	>105401388>105401389
chr21	>105400365>105400367
chr21	>105401372>105401373
chr21	>105399336>105399338
chr21	>105402730>105402732
chr21	>105405780>105405781
chr21	>105398706>105398707
chr21	>105405799>105405801
chr21	>105407080>105407081
chr21	>105403445>105403446
chr21	>105398572>105398573
chr21	>105398523>105398524
chr21	>105403834>105403835
chr21	>105401402>105401404
chr21	>105400791>105400792
chr21	>105402856>105402858
chr21	>105404999>105405000
chr21	>105407148>105407149
chr21	>105399934>105399935
chr21	>105405518>105405519
chr21	>105399379>105399380
chr21	>105399379>105399384
chr21	>105403013>105403014
chr21	>105402032>105402034
chr21	>105402943>105402944
chr21	>105403284>105403286
chr21	>105399780>105399782
chr21	>105403158>105403160
chr21	>105403408>105403410
chr21	>105401512>105401513
chr21	>105403233>105403234
chr21	>105399750>105399752
chr21	>105405302>105405304
chr21	>105399321>105399323
chr21	>105406780>105406782
chr21	>105398861>105398862
chr21	>105398987>105398989
chr21	>105401788>105401790
chr21	>105402849>105402850
chr21	>105402923>105402925
chr21	>105406068>105406069
chr21	>105402599>105402601
chr21	>105401776>105401778
chr21	>105402890>105402891
chr21	>105398453>105398455
chr21	>105398958>105398960
chr21	>105404765>105404767
chr21	>105406177>105406178
chr21	>105400829>105400830
chr21	>105398485>105398487
chr21	>105407213>105407214
chr21	>105401980>105401981
chr21	>105406807>105406808
chr21	>105400953>105400955
chr21	>105402195>105402196
chr21	>105402089>105402091
chr21	>105407531>105407533
chr21	>105399354>105399356
